year,title,gross
2006,The Holiday,"$50,029,085"
2006,Firewall,"$48,751,189"
2006,Date Movie,"$48,548,426"
2006,Rocky Balboa,"$47,940,632"
2006,When a Stranger Calls,"$47,860,214"
2006,Hostel,"$47,326,473"
2006,Nanny McPhee,"$47,144,110"
2006,Silent Hill,"$46,982,632"
2006,Apocalypto,"$42,654,236"
2006,Glory Road,"$42,647,449"
2006,Lady in the Water,"$42,285,169"
2006,The Hills Have Eyes,"$41,778,863"
2006,John Tucker Must Die,"$41,011,711"
2006,Stranger Than Fiction,"$40,435,190"
2006,The Illusionist,"$39,770,667"
2006,The Texas Chainsaw Massacre: The Beginning,"$39,505,863"
2006,The Grudge 2,"$39,143,839"
2006,Gridiron Gang,"$38,432,823"
2006,Last Holiday,"$38,399,961"
2006,The Wild,"$37,384,046"
2006,Man of the Year,"$37,327,390"
2006,Dreamgirls,"$37,064,395"
2006,16 Blocks,"$36,895,141"
2006,Cheaper by the Dozen 2,"$36,612,259"
2006,The Nativity Story,"$36,418,000"
2006,Accepted,"$36,323,505"
2006,The Sentinel,"$36,280,697"
2006,Blood Diamond,"$35,726,534"
2006,Munich,"$35,128,025"
2006,The Good Shepherd,"$35,066,495"
2006,Deck the Halls,"$34,753,961"
2006,Take the Lead,"$34,741,730"
2006,Snakes on a Plane,"$34,020,741"
2006,She's the Man,"$33,741,133"
2006,Flags of Our Fathers,"$33,602,376"
2006,Memoirs of a Geisha,"$32,166,624"
2006,United 93,"$31,483,450"
2006,Walk the Line,"$28,668,398"
2006,Employee of the Month,"$28,444,855"
2006,Garfield: A Tail of Two Kitties,"$28,426,747"
2006,The Queen,"$28,191,739"
2006,The Ant Bully,"$28,142,535"
2006,Crank,"$27,838,408"
2006,Stick It,"$26,910,056"
2006,The Descent,"$26,024,456"
2006,We Are Marshall,"$25,128,312"
2006,Thank You for Smoking,"$24,793,509"
2006,Fearless,"$24,637,306"
2006,Clerks II,"$24,148,068"
2006,An Inconvenient Truth,"$23,814,997"
2006,The Wicker Man,"$23,649,127"
2006,The Covenant,"$23,380,495"
2006,Stay Alive,"$23,086,480"
2006,Match Point,"$22,702,604"
2006,The Black Dahlia,"$22,545,080"
2006,My Super Ex-Girlfriend,"$22,530,295"
2006,Lucky Number Slevin,"$22,495,466"
2006,Deep Sea,"$21,973,886"
2006,Rumor Has It...,"$21,730,356"
2006,Waist Deep,"$21,331,895"
2006,ATL,"$21,170,563"
2006,Flicka,"$20,888,606"
2006,A Prairie Home Companion,"$20,342,852"
2006,Pulse,"$20,264,436"
2006,Babel,"$19,825,138"
2006,Beerfest,"$19,185,184"
2006,Akeelah and the Bee,"$18,848,430"
2006,The Marine,"$18,782,953"
2006,The Family Stone,"$18,657,532"
2006,Aquamarine,"$18,597,342"
2006,Ultraviolet,"$18,535,812"
2006,The Ringer,"$18,163,047"
2006,School for Scoundrels,"$17,807,569"
2006,Just My Luck,"$17,326,650"
2006,Annapolis,"$17,127,992"
2006,Capote,"$17,018,375"
2006,Harry Potter and the Goblet of Fire,"$16,731,856"
2006,An American Haunting,"$16,290,949"
2006,Marie Antoinette,"$15,962,471"
2006,Larry the Cable Guy: Health Inspector,"$15,680,099"
2006,See No Evil,"$15,032,800"
2006,Unaccompanied Minors,"$14,993,733"
2006,Tristan + Isolde,"$14,734,633"
2006,Syriana,"$14,676,762"
2006,Everyone's Hero,"$14,523,101"
2006,Hollywoodland,"$14,425,753"
2006,One Night with the King,"$13,394,029"
2006,Friends with Money,"$13,366,989"
2006,Flyboys,"$13,090,630"
2006,How to Eat Fried Worms,"$13,040,390"
2006,Bon Cop Bad Cop,"$12,665,721"
2006,The New World2005 Re-release,"$12,588,149"
2006,Idlewild,"$12,571,185"
2006,The Matador,"$12,555,022"
2006,Freedomland,"$12,512,886"
2006,The Protector,"$12,044,087"
2006,Zoom,"$11,989,328"
2006,End of the Spear,"$11,746,686"
2006,Dave Chappelle's Block Party,"$11,720,590"
2006,The Last Kiss,"$11,614,790"
2006,Something New,"$11,469,090"
2006,Material Girls,"$11,449,638"
2006,Bobby,"$11,034,972"
2006,Black Christmas,"$10,917,918"
2006,Mrs. Henderson Presents,"$10,661,180"
2006,Casanova,"$10,579,075"
2006,Magnificent Desolation: Walking on the Moon,"$10,571,573"
2006,Scoop,"$10,526,261"
2006,The Producers,"$10,134,990"
2006,Facing the Giants,"$10,066,143"
2006,The Fountain,"$9,930,941"
2006,Transamerica,"$8,770,560"
2006,The Nightmare Before Christmas2006 3D Release,"$8,686,272"
2006,Tenacious D in the Pick of Destiny,"$8,311,739"
2006,Hoot,"$8,118,000"
2006,"Good Night, and Good Luck.","$8,114,382"
2006,The Night Listener,"$7,835,046"
2006,Slither,"$7,802,450"
2006,The Return,"$7,750,613"
2006,Doogal,"$7,438,119"
2006,A Good Year,"$7,430,241"
2006,All the King's Men,"$7,221,458"
2006,American Dreamz,"$7,191,830"
2006,Phat Girlz,"$7,061,128"
2006,Crossover,"$7,009,668"
2006,Turistas,"$6,947,433"
2006,Running Scared,"$6,845,051"
2006,Running with Scissors,"$6,754,898"
2006,Grandma's Boy,"$6,090,172"
2006,Basic Instinct 2,"$5,971,336"
2006,Wild Safari - A South African Adventure,"$5,811,433"
2006,Wolf Creek,"$5,626,960"
2006,A Scanner Darkly,"$5,501,616"
2006,Roving Mars,"$5,461,675"
2006,For Your Consideration,"$5,414,596"
2006,Pride & Prejudice,"$5,140,796"
2006,The Three Burials of Melquiades Estrada,"$4,996,040"
2006,The World's Fastest Indian,"$4,971,721"
2006,The Libertine,"$4,790,603"
2007,Spider-Man 3,"$336,530,303"
2007,Shrek the Third,"$322,719,944"
2007,Transformers,"$319,246,193"
2007,Pirates of the Caribbean: At World's End,"$309,420,425"
2007,Harry Potter and the Order of the Phoenix,"$292,004,738"
2007,The Bourne Ultimatum,"$227,471,070"
2007,300,"$210,614,939"
2007,Ratatouille,"$206,445,654"
2007,I Am Legend,"$199,345,154"
2007,The Simpsons Movie,"$183,135,014"
2007,Wild Hogs,"$168,273,171"
2007,Knocked Up,"$148,768,917"
2007,Alvin and the Chipmunks,"$147,077,315"
2007,Rush Hour 3,"$140,121,341"
2007,Night at the Museum,"$135,041,114"
2007,Live Free or Die Hard,"$134,529,403"
2007,National Treasure: Book of Secrets,"$133,263,682"
2007,Fantastic Four: Rise of the Silver Surfer,"$131,921,738"
2007,American Gangster,"$129,078,590"
2007,Bee Movie,"$124,350,490"
2007,Superbad,"$121,463,226"
2007,I Now Pronounce You Chuck & Larry,"$120,059,556"
2007,Hairspray,"$118,868,940"
2007,Blades of Glory,"$118,245,842"
2007,Ocean's Thirteen,"$117,154,724"
2007,Ghost Rider,"$115,802,987"
2007,Enchanted,"$112,144,474"
2007,Evan Almighty,"$100,462,298"
2007,Meet the Robinsons,"$97,822,171"
2007,Norbit,"$95,673,607"
2007,The Game Plan,"$88,814,831"
2007,Bridge to Terabithia,"$82,272,442"
2007,Beowulf,"$81,128,658"
2007,Disturbia,"$80,209,692"
2007,1408,"$71,985,628"
2007,Fred Claus,"$71,350,103"
2007,Dreamgirls,"$66,301,561"
2007,The Pursuit of Happyness,"$65,154,789"
2007,Saw IV,"$63,300,095"
2007,Stomp the Yard,"$61,356,221"
2007,The Golden Compass,"$59,861,000"
2007,Surf's Up,"$58,867,694"
2007,Halloween,"$58,272,029"
2007,Why Did I Get Married?,"$55,204,525"
2007,TMNT,"$54,149,098"
2007,3:10 to Yuma,"$53,606,916"
2007,Resident Evil: Extinction,"$50,648,679"
2007,Music and Lyrics,"$50,572,589"
2007,Are We Done Yet?,"$49,662,533"
2007,This Christmas,"$48,840,289"
2007,Premonition,"$47,852,604"
2007,The Kingdom,"$47,536,778"
2007,Shooter,"$47,003,582"
2007,Dan in Real Life,"$46,864,245"
2007,License to Wed,"$43,799,818"
2007,Underdog,"$43,760,605"
2007,No Reservations,"$43,107,979"
2007,Because I Said So,"$42,674,040"
2007,No Country for Old Men,"$41,615,476"
2007,Epic Movie,"$39,739,367"
2007,30 Days of Night,"$39,569,000"
2007,Hitman,"$39,219,918"
2007,Michael Clayton,"$39,148,591"
2007,Fracture,"$39,012,844"
2007,Charlie Wilson's War,"$38,664,845"
2007,Stardust,"$38,634,938"
2007,Pan's Labyrinth,"$37,065,974"
2007,The Brave One,"$36,793,804"
2007,The Heartbreak Kid,"$36,787,257"
2007,Freedom Writers,"$36,605,602"
2007,Smokin' Aces,"$35,787,686"
2007,The Messengers,"$35,374,833"
2007,The Number 23,"$35,189,000"
2007,Good Luck Chuck,"$35,017,297"
2007,Children of Men,"$34,469,579"
2007,Breach,"$33,231,264"
2007,Zodiac,"$33,080,084"
2007,Balls of Fury,"$32,887,212"
2007,Mr. Bean's Holiday,"$32,589,350"
2007,Daddy's Little Girls,"$31,366,978"
2007,Mr. Magorium's Wonder Emporium,"$31,049,456"
2007,August Rush,"$30,098,712"
2007,Charlotte's Web,"$30,067,167"
2007,28 Weeks Later,"$28,638,916"
2007,We Own the Night,"$28,563,179"
2007,Mr. Brooks,"$28,549,298"
2007,Sweeney Todd: The Demon Barber of Fleet Street,"$28,284,597"
2007,The Queen,"$28,243,685"
2007,Aliens vs. Predator: Requiem,"$28,206,419"
2007,Juno,"$27,926,452"
2007,Hannibal Rising,"$27,670,986"
2007,The Nanny Diaries,"$25,930,652"
2007,Mr. Woodcock,"$25,798,627"
2007,Nancy Drew,"$25,612,520"
2007,The Mist,"$25,300,068"
2007,P.S. I Love You,"$25,290,121"
2007,The Reaping,"$25,126,214"
2007,Grindhouse,"$25,037,897"
2007,The Good Shepherd,"$24,886,340"
2007,Sicko,"$24,540,079"
2007,Across the Universe,"$24,343,673"
2007,Perfect Stranger,"$23,984,949"
2007,Hot Fuzz,"$23,641,691"
2007,War,"$22,486,409"
2007,Rocky Balboa,"$22,330,311"
2007,Happy Feet,"$22,032,690"
2007,Blood Diamond,"$21,651,382"
2007,The Last Mimzy,"$21,501,320"
2007,Amazing Grace,"$21,253,061"
2007,The Hills Have Eyes 2,"$20,804,166"
2007,The Invisible,"$20,578,909"
2007,Reno 911!: Miami,"$20,342,161"
2007,Gone Baby Gone,"$20,263,775"
2007,Reign Over Me,"$19,661,987"
2007,Vacancy,"$19,363,565"
2007,Georgia Rule,"$19,103,072"
2007,Waitress,"$19,074,800"
2007,The Water Horse,"$19,060,024"
2007,Becoming Jane,"$18,667,765"
2007,Eragon,"$18,609,729"
2007,We Are Marshall,"$18,417,052"
2007,Next,"$18,211,013"
2007,Hostel: Part II,"$17,609,452"
2007,Eastern Promises,"$17,266,000"
2007,Into the Wild,"$17,016,349"
2007,Notes on a Scandal,"$16,896,774"
2007,Dead Silence,"$16,809,076"
2007,The Hitcher,"$16,471,663"
2007,Elizabeth: The Golden Age,"$16,383,509"
2007,Happily N'Ever After,"$15,589,393"
2007,Catch and Release,"$15,539,051"
2007,Alpha Dog,"$15,242,450"
2007,Arthur and the Invisibles,"$15,132,763"
2007,The Invasion,"$15,074,191"
2007,Lions for Lambs,"$14,934,940"
2007,The Great Debaters,"$14,692,291"
2007,The Nightmare Before Christmas2008 3D Release,"$14,486,897"
2007,Babel,"$14,477,699"
2007,Awake,"$14,061,840"
2007,The Last King of Scotland,"$13,987,084"
2007,Hot Rod,"$13,938,332"
2007,Firehouse Dog,"$13,932,383"
2007,Casino Royale,"$13,914,016"
2007,The Namesake,"$13,569,248"
2007,Letters from Iwo Jima,"$13,439,713"
2007,The Comebacks,"$13,349,927"
2007,Daddy Day Camp,"$13,235,267"
2007,The Holiday,"$13,195,764"
2007,Walk Hard: The Dewey Cox Story,"$13,075,101"
2007,Shoot 'Em Up,"$12,808,249"
2007,I Think I Love My Wife,"$12,550,605"
2007,Evening,"$12,491,578"
2007,Atonement,"$12,038,713"
2007,The Departed,"$12,024,702"
2007,Deep Sea,"$11,779,806"
2007,Sydney White,"$11,730,515"
2007,The Darjeeling Limited,"$11,688,596"
2007,The Lives of Others,"$11,279,373"
2007,In the Land of Women,"$11,052,958"
2007,The Astronaut Farmer,"$11,003,643"
2007,Dragon Wars: D-War,"$10,976,790"
2007,Primeval,"$10,597,734"
2007,La Vie En Rose,"$10,317,536"
2007,Pathfinder,"$10,232,081"
2007,Bratz,"$10,010,209"
2007,Rendition,"$9,737,921"
2007,Death Sentence,"$9,534,258"
2007,Once,"$9,439,923"
2007,Black Snake Moan,"$9,396,870"
2007,A Mighty Heart,"$9,176,787"
2007,The Seeker: The Dark Is Rising,"$8,794,452"
2007,Death at a Funeral,"$8,579,033"
2007,Apocalypto,"$8,212,399"
2007,Code Name: The Cleaner,"$8,135,361"
2007,Delta Farce,"$8,130,530"
2007,Space Station 3D,"$7,924,229"
2007,Volver,"$7,745,994"
2007,Bella,"$7,604,523"
2007,The Painted Veil,"$7,563,049"
2007,El cantante,"$7,556,712"
2007,Martian Child,"$7,499,980"
2007,I Know Who Killed Me,"$7,498,716"
2007,The Condemned,"$7,371,706"
2007,The Hoax,"$7,164,561"
2007,Pride,"$7,057,600"
2007,Bug,"$7,025,810"
2007,Redline,"$6,881,022"
2007,In the Valley of Elah,"$6,765,023"
2007,Before the Devil Knows You're Dead,"$6,417,429"
2007,The Last Legion,"$5,933,494"
2007,Feel the Noise,"$5,898,393"
2007,The Kite Runner,"$5,849,481"
2007,Sea Monsters: A Prehistoric Adventure,"$5,846,578"
2007,Lucky You,"$5,758,950"
2007,Who's Your Caddy?,"$5,713,425"
2007,Lars and the Real Girl,"$5,695,030"
2007,Magnificent Desolation: Walking on the Moon,"$5,568,672"
2007,Aqua Teen Hunger Force Colon Movie Film for Theaters,"$5,520,131"
2007,Rescue Dawn,"$5,490,423"
2007,The Perfect Holiday,"$5,453,295"
2008,The Dark Knight,"$530,924,926"
2008,Iron Man,"$318,313,199"
2008,Indiana Jones and the Kingdom of the Crystal Skull,"$317,101,119"
2008,Hancock,"$227,946,274"
2008,WALL·E,"$223,790,612"
2008,Kung Fu Panda,"$215,434,591"
2008,Madagascar: Escape 2 Africa,"$175,687,934"
2008,Twilight,"$170,672,975"
2008,Quantum of Solace,"$165,258,802"
2008,Horton Hears a Who!,"$154,529,439"
2008,Sex and the City,"$152,647,258"
2008,Mamma Mia!,"$144,130,063"
2008,The Chronicles of Narnia: Prince Caspian,"$141,621,490"
2008,The Incredible Hulk,"$134,806,913"
2008,Wanted,"$134,508,551"
2008,Get Smart,"$130,319,208"
2008,Juno,"$115,568,813"
2008,Four Christmases,"$114,136,302"
2008,Tropic Thunder,"$110,515,313"
2008,Bolt,"$105,380,479"
2008,The Mummy: Tomb of the Dragon Emperor,"$102,491,776"
2008,Journey to the Center of the Earth,"$101,704,370"
2008,Eagle Eye,"$101,198,986"
2008,Step Brothers,"$100,468,793"
2008,You Don't Mess with the Zohan,"$100,018,837"
2008,"10,000 BC","$94,784,201"
2008,Beverly Hills Chihuahua,"$93,034,296"
2008,The Bucket List,"$92,719,141"
2008,High School Musical 3: Senior Year,"$89,682,061"
2008,Pineapple Express,"$87,341,380"
2008,National Treasure: Book of Secrets,"$86,700,433"
2008,21,"$81,159,365"
2008,What Happens in Vegas,"$80,277,646"
2008,Jumper,"$80,172,128"
2008,Cloverfield,"$80,048,433"
2008,27 Dresses,"$76,808,654"
2008,Hellboy II: The Golden Army,"$75,986,503"
2008,Marley & Me,"$72,444,071"
2008,Vantage Point,"$72,266,306"
2008,The Spiderwick Chronicles,"$71,195,053"
2008,Alvin and the Chipmunks,"$70,249,659"
2008,Fool's Gold,"$70,231,041"
2008,The Day the Earth Stood Still,"$67,286,845"
2008,Role Models,"$66,367,815"
2008,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,"$65,281,781"
2008,The Happening,"$64,506,874"
2008,Forgetting Sarah Marshall,"$63,172,463"
2008,Baby Mama,"$60,494,212"
2008,Burn After Reading,"$60,355,347"
2008,Yes Man,"$60,029,690"
2008,Step Up 2: The Streets,"$58,016,931"
2008,I Am Legend,"$57,047,856"
2008,Saw V,"$56,746,769"
2008,Bedtime Stories,"$56,700,912"
2008,The Curious Case of Benjamin Button,"$52,666,148"
2008,The Strangers,"$52,597,610"
2008,The Forbidden Kingdom,"$52,075,270"
2008,The House Bunny,"$48,237,389"
2008,Nim's Island,"$48,006,762"
2008,Made of Honor,"$46,012,734"
2008,Seven Pounds,"$45,938,985"
2008,College Road Trip,"$45,610,425"
2008,Australia,"$45,135,608"
2008,The Sisterhood of the Traveling Pants 2,"$44,089,964"
2008,Speed Racer,"$43,945,766"
2008,Prom Night,"$43,869,350"
2008,Rambo,"$42,754,105"
2008,"Welcome Home, Roscoe Jenkins","$42,436,517"
2008,Meet the Browns,"$41,975,388"
2008,Nights in Rodanthe,"$41,745,871"
2008,Valkyrie,"$40,901,858"
2008,Max Payne,"$40,662,868"
2008,Righteous Kill,"$40,081,410"
2008,There Will Be Blood,"$39,858,999"
2008,Lakeview Terrace,"$39,263,506"
2008,Body of Lies,"$39,203,583"
2008,Atonement,"$38,888,354"
2008,Meet the Spartans,"$38,233,676"
2008,Harold & Kumar Escape from Guantanamo Bay,"$38,108,728"
2008,First Sunday,"$37,931,869"
2008,The Secret Life of Bees,"$37,443,851"
2008,The Family That Preys,"$37,105,289"
2008,Death Race,"$36,316,032"
2008,Changeling,"$35,598,217"
2008,Star Wars: The Clone Wars,"$35,161,554"
2008,The Tale of Despereaux,"$34,019,390"
2008,Semi-Pro,"$33,540,654"
2008,Fireproof,"$33,185,636"
2008,Drillbit Taylor,"$32,862,104"
2008,No Country for Old Men,"$32,712,541"
2008,"Definitely, Maybe","$32,241,649"
2008,The Love Guru,"$32,235,793"
2008,Quarantine,"$31,691,811"
2008,Transporter 3,"$31,675,631"
2008,Nick and Norah's Infinite Playlist,"$31,487,293"
2008,The Eye,"$31,418,697"
2008,Leatherheads,"$31,373,938"
2008,Zack and Miri Make a Porno,"$31,213,743"
2008,Mirrors,"$30,691,439"
2008,Space Chimps,"$30,105,968"
2008,The Bank Job,"$30,060,660"
2008,Untraceable,"$28,687,835"
2008,P.S. I Love You,"$28,405,687"
2008,Charlie Wilson's War,"$27,996,250"
2008,The Women,"$26,902,075"
2008,One Missed Call,"$26,890,041"
2008,The Other Boleyn Girl,"$26,814,957"
2008,Street Kings,"$26,418,667"
2008,Shutter,"$25,928,550"
2008,Superhero Movie,"$25,874,034"
2008,W.,"$25,534,493"
2008,Never Back Down,"$24,850,922"
2008,Sweeney Todd: The Demon Barber of Fleet Street,"$24,613,476"
2008,Traitor,"$23,530,831"
2008,Vicky Cristina Barcelona,"$22,772,748"
2008,Babylon A.D.,"$22,532,572"
2008,Slumdog Millionaire,"$22,227,362"
2008,The Water Horse,"$21,886,231"
2008,The X Files: I Want to Believe,"$20,982,478"
2008,Mad Money,"$20,668,843"
2008,Appaloosa,"$20,072,553"
2008,Igor,"$19,445,931"
2008,My Best Friend's Girl,"$19,219,250"
2008,Kit Kittredge: An American Girl,"$17,657,973"
2008,The Ruins,"$17,432,844"
2008,88 Minutes,"$17,213,467"
2008,Swing Vote,"$16,289,867"
2008,Pride and Glory,"$15,740,721"
2008,Enchanted,"$15,662,788"
2008,The Great Debaters,"$15,544,116"
2008,Bangkok Dangerous,"$15,298,133"
2008,Milk,"$14,594,325"
2008,Sea Monsters: A Prehistoric Adventure,"$14,470,286"
2008,Disaster Movie,"$14,190,901"
2008,The Duchess,"$13,848,978"
2008,Aliens vs. Predator: Requiem,"$13,590,647"
2008,The Haunting of Molly Hartley,"$13,482,372"
2008,Ghost Town,"$13,367,624"
2008,The Spirit,"$13,067,406"
2008,Religulous,"$13,011,160"
2008,The Pirates Who Don't Do Anything: A VeggieTales Movie,"$12,981,269"
2008,Under the Same Moon,"$12,590,147"
2008,Fly Me to the Moon 3D,"$12,518,732"
2008,Miss Pettigrew Lives for a Day,"$12,313,694"
2008,Soul Men,"$12,017,328"
2008,Doubt,"$11,810,755"
2008,Meet Dave,"$11,803,254"
2008,The Longshots,"$11,537,046"
2008,Be Kind Rewind,"$11,184,916"
2008,Doomsday,"$11,008,770"
2008,Stop-Loss,"$10,915,744"
2008,The Golden Compass,"$10,244,179"
2008,Rachel Getting Married,"$10,104,295"
2008,Penelope,"$10,011,996"
2008,The Kite Runner,"$9,950,597"
2008,Michael Clayton,"$9,885,291"
2008,The Express,"$9,793,406"
2008,U2 3D,"$9,642,269"
2008,Smart People,"$9,511,289"
2008,The Visitor,"$9,427,089"
2008,The Boy in the Striped Pajamas,"$8,721,222"
2008,Sex Drive,"$8,402,485"
2008,Punisher: War Zone,"$8,050,977"
2008,Miracle at St. Anna,"$7,919,117"
2008,City of Ember,"$7,849,215"
2008,Cadillac Records,"$7,844,196"
2008,In Bruges,"$7,800,824"
2008,Expelled: No Intelligence Allowed,"$7,644,696"
2008,Over Her Dead Body,"$7,564,149"
2008,Nothing Like the Holidays,"$7,163,279"
2008,How She Move,"$7,070,641"
2008,An American Carol,"$7,013,191"
2008,The Orphanage,"$6,897,589"
2008,Strange Wilderness,"$6,575,282"
2008,Brideshead Revisited,"$6,432,256"
2008,The Rocker,"$6,409,528"
2008,Tell No One,"$6,143,704"
2008,Run Fatboy Run,"$6,003,262"
2008,Gran Torino,"$5,881,093"
2008,Mongol: The Rise of Genghis Khan,"$5,705,761"
2008,RocknRolla,"$5,700,626"
2008,Shine a Light,"$5,505,267"
2008,The Counterfeiters,"$5,488,570"
2008,Walk Hard: The Dewey Cox Story,"$5,242,050"
2008,Dolphins and Whales 3D: Tribes of the Ocean,"$5,215,033"
2008,The Diving Bell and the Butterfly,"$5,101,666"
2008,Hamlet 2,"$4,886,216"
2008,Magnificent Desolation: Walking on the Moon,"$4,875,063"
2008,The Savages,"$4,808,372"
2008,In the Name of the King: A Dungeon Siege Tale,"$4,774,473"
2008,College,"$4,694,636"
2008,Deception,"$4,598,506"
2008,Flash of Genius,"$4,442,377"
2008,Space Station 3D,"$4,397,599"
2008,Frost/Nixon,"$4,369,220"
2008,Persepolis,"$4,310,455"
2008,Witless Protection,"$4,161,625"
2008,Bottle Shock,"$4,078,607"
2008,Young@Heart,"$3,992,189"
2008,Charlie Bartlett,"$3,951,699"
2009,Transformers: Revenge of the Fallen,"$402,111,870"
2009,Harry Potter and the Half-Blood Prince,"$301,959,197"
2009,Up,"$293,004,164"
2009,The Twilight Saga: New Moon,"$284,512,392"
2009,Avatar,"$283,624,210"
2009,The Hangover,"$277,322,503"
2009,Star Trek,"$257,730,019"
2009,Monsters vs. Aliens,"$198,351,526"
2009,Ice Age: Dawn of the Dinosaurs,"$196,573,705"
2009,The Blind Side,"$196,563,318"
2009,X-Men Origins: Wolverine,"$179,883,157"
2009,Night at the Museum: Battle of the Smithsonian,"$177,243,721"
2009,The Proposal,"$163,958,031"
2009,2012,"$162,349,001"
2009,Fast & Furious,"$155,064,265"
2009,G.I. Joe: The Rise of Cobra,"$150,201,498"
2009,Paul Blart: Mall Cop,"$146,336,178"
2009,Taken,"$145,000,989"
2009,Gran Torino,"$142,214,209"
2009,A Christmas Carol,"$136,889,051"
2009,Angels & Demons,"$133,375,846"
2009,Terminator Salvation,"$125,322,469"
2009,Cloudy with a Chance of Meatballs,"$123,910,697"
2009,Alvin and the Chipmunks: The Squeakquel,"$120,727,282"
2009,Inglourious Basterds,"$120,540,719"
2009,G-Force,"$119,436,770"
2009,Slumdog Millionaire,"$119,092,566"
2009,District 9,"$115,646,235"
2009,Couples Retreat,"$108,297,465"
2009,Paranormal Activity,"$107,792,845"
2009,Watchmen,"$107,509,799"
2009,Sherlock Holmes,"$102,102,956"
2009,Public Enemies,"$97,104,620"
2009,Julie & Julia,"$94,125,426"
2009,He's Just Not That Into You,"$93,953,653"
2009,Madea Goes to Jail,"$90,508,336"
2009,The Ugly Truth,"$88,915,214"
2009,Knowing,"$79,957,634"
2009,Hannah Montana: The Movie,"$79,576,189"
2009,Where the Wild Things Are,"$76,301,979"
2009,The Princess and the Frog,"$76,035,028"
2009,Zombieland,"$75,590,286"
2009,Coraline,"$75,286,229"
2009,The Curious Case of Benjamin Button,"$74,843,178"
2009,Hotel for Dogs,"$73,034,460"
2009,Law Abiding Citizen,"$72,764,227"
2009,This Is It,"$72,091,016"
2009,"I Love You, Man","$71,440,011"
2009,Marley & Me,"$70,709,680"
2009,Obsessed,"$68,261,644"
2009,Race to Witch Mountain,"$67,172,594"
2009,The Final Destination,"$66,477,700"
2009,The Taking of Pelham 123,"$65,452,312"
2009,Friday the 13th,"$65,002,019"
2009,17 Again,"$64,167,069"
2009,The Time Traveler's Wife,"$63,414,846"
2009,Brüno,"$60,054,530"
2009,Bride Wars,"$58,715,510"
2009,The Haunting in Connecticut,"$55,389,516"
2009,Ghosts of Girlfriends Past,"$55,250,026"
2009,Bedtime Stories,"$53,401,063"
2009,Funny People,"$51,855,045"
2009,I Can Do Bad All by Myself,"$51,733,921"
2009,My Bloody Valentine,"$51,545,952"
2009,Land of the Lost,"$49,438,370"
2009,My Sister's Keeper,"$49,200,230"
2009,Old Dogs,"$46,528,573"
2009,Underworld: Rise of the Lycans,"$45,802,315"
2009,Confessions of a Shopaholic,"$44,277,350"
2009,Year One,"$43,337,279"
2009,The Unborn,"$42,670,410"
2009,Precious,"$42,567,989"
2009,Valkyrie,"$42,175,975"
2009,Drag Me to Hell,"$42,100,625"
2009,Orphan,"$41,596,251"
2009,Duplicity,"$40,572,825"
2009,It's Complicated,"$40,375,875"
2009,Planet 51,"$39,410,558"
2009,Surrogates,"$38,577,772"
2009,Yes Man,"$37,661,286"
2009,Ninja Assassin,"$37,303,465"
2009,State of Play,"$37,017,955"
2009,Notorious,"$36,843,682"
2009,The Pink Panther 2,"$35,922,978"
2009,All About Steve,"$33,862,903"
2009,Up in the Air,"$33,655,213"
2009,Halloween II,"$33,392,973"
2009,The Informant!,"$33,316,821"
2009,The Last House on the Left,"$32,752,215"
2009,The Reader,"$32,519,680"
2009,500 Days of Summer,"$32,391,374"
2009,Earth,"$32,011,576"
2009,The Men Who Stare at Goats,"$31,976,937"
2009,Push,"$31,811,527"
2009,9,"$31,749,894"
2009,The Soloist,"$31,720,158"
2009,Toy Story2009 Re-release,"$30,702,446"
2009,The Stepfather,"$29,062,561"
2009,Defiance,"$28,619,576"
2009,The Uninvited,"$28,596,818"
2009,Saw VI,"$27,693,292"
2009,Invictus,"$26,677,133"
2009,Brothers,"$26,222,779"
2009,Dance Flick,"$25,662,155"
2009,The International,"$25,450,527"
2009,The Fourth Kind,"$25,396,720"
2009,Aliens in the Attic,"$25,200,412"
2009,The Wrestler,"$25,068,864"
2009,Seven Pounds,"$24,012,839"
2009,Observe and Report,"$24,007,324"
2009,Fighting,"$23,091,010"
2009,Love Happens,"$22,965,110"
2009,Revolutionary Road,"$22,598,011"
2009,Fame,"$22,455,510"
2009,Twilight,"$22,096,878"
2009,Doubt,"$21,635,715"
2009,Shorts,"$20,919,166"
2009,Gamer,"$20,534,907"
2009,Did You Hear About the Morgans?,"$20,380,046"
2009,Astro Boy,"$19,377,871"
2009,Under the Sea 3D,"$19,352,570"
2009,Jonas Brothers: The 3D Concert Experience,"$19,162,740"
2009,Fantastic Mr. Fox,"$18,644,556"
2009,The Invention of Lying,"$18,451,251"
2009,Inkheart,"$17,303,424"
2009,Milk,"$17,246,974"
2009,Fired Up!,"$17,231,291"
2009,The Tale of Despereaux,"$16,857,755"
2009,New in Town,"$16,734,283"
2009,Jennifer's Body,"$16,204,793"
2009,Imagine That,"$16,123,323"
2009,Adventureland,"$16,044,025"
2009,A Perfect Getaway,"$15,515,460"
2009,Armored,"$15,498,240"
2009,"The Goods: Live Hard, Sell Hard","$15,122,676"
2009,Ponyo,"$15,090,399"
2009,The Box,"$15,025,279"
2009,"I Love You, Beth Cooper","$14,800,725"
2009,Last Chance Harvey,"$14,681,035"
